"id","nama","nik","status_pasutri","status_kewarganegaraan","jenis_sewa","unit_number","metode_pembayaran","metode_lain","tanggal_checkin","waktu_checkin","tanggal_checkout","waktu_checkout","lama_menginap","komentar","user_email","diedit_oleh","created_at","classification"
"6351","Allen Leuschke-Howe","3143171008708482","Menikah","WNI","Bulanan","A-14-19","Kartu Kredit",NULL,"2011-12-20","17:14:00","2012-05-18","09:18:00","150",NULL,"Shane54@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6352","Ryan Marquardt","3447913009938681","Menikah","WNI","Harian","D-13-30","Others","crypto","2012-11-13","15:33:00","2012-11-15","08:31:00","2",NULL,"Donavon77@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6353","Israel Connelly","3256712005067641","Belum Menikah","WNI","Harian","C-6-12","Cash",NULL,"2013-12-27","16:57:00","2013-12-30","08:18:00","3",NULL,"Shane54@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6354","Noah Cronin","5122813009015431","Menikah","WNI","Mingguan","A-4-26","QRIS",NULL,"2024-09-06","18:44:00","2024-09-13","07:36:00","7",NULL,"Moriah.Will73@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6355","June Crona","3178566311787819","Belum Menikah","WNA","Bulanan","A-22-12","Kartu Kredit",NULL,"2011-05-02","15:23:00","2011-09-29","11:03:00","150",NULL,"Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6356","Bennie Ullrich","3528621802998342","Menikah","WNA","Harian","D-25-2","Kartu Debit",NULL,"2025-01-16","17:19:00","2025-01-17","12:27:00","1","Kerusakan parah pada fasilitas","Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6357","Carol Durgan","3139945706733281","Belum Menikah","WNI","Harian","A-10-4","Kartu Debit",NULL,"2012-06-19","20:47:00","2012-06-19","05:47:00","0","Kebisingan berlebihan di malam hari","Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6358","Regina Johnson","3205886605661966","Belum Menikah","WNA","Bulanan","C-17-1","Others","linkaja","2013-11-25","19:36:00","2013-12-25","12:18:00","30",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6359","Wilson Hackett","3382931201791386","Menikah","WNI","Harian","B-1-8","Kartu Debit",NULL,"2012-10-05","16:06:00","2012-10-11","12:52:00","6",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6360","Eloise Lakin","3112216112962854","Belum Menikah","WNI","Bulanan","B-9-13","Others","dana","2023-10-19","13:04:00","2024-02-16","11:00:00","120",NULL,"Dejuan5@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6361","Taylor Robel","3511261310792208","Menikah","WNA","Bulanan","A-20-18","QRIS",NULL,"2013-09-17","16:18:00","2013-10-17","11:38:00","30",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6362","Madeline Metz-Bradtke","3260005803734607","Belum Menikah","WNI","Bulanan","A-11-29","Kartu Debit",NULL,"2010-04-01","16:35:00","2010-08-29","08:00:00","150",NULL,"Ryder8@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6363","Tamara Anderson","5170525811781941","Belum Menikah","WNI","Mingguan","A-6-12","Kartu Debit",NULL,"2024-11-08","14:13:00","2024-11-22","08:12:00","14",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6364","Rosie Sauer","3663644507739771","Belum Menikah","WNA","Harian","C-24-3","QRIS",NULL,"2017-09-20","16:20:00","2017-09-23","08:40:00","3",NULL,"Felton.Schamberger@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6365","Valerie Kemmer","3362434103732749","Belum Menikah","WNA","Harian","D-9-18","Others","crypto","2020-10-19","05:04:00","2020-10-20","17:04:00","1",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6366","Matthew Gutkowski","5110831812027573","Menikah","WNA","Mingguan","A-6-7","Kartu Debit",NULL,"2014-11-26","19:48:00","2014-12-03","09:36:00","7",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6367","Kari Barton","3409157008830940","Belum Menikah","WNA","Bulanan","C-14-6","Kartu Kredit",NULL,"2022-11-12","15:17:00","2023-04-11","08:17:00","150",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6368","Marilyn Skiles","3654185603843982","Menikah","WNA","Bulanan","A-4-18","Kartu Kredit",NULL,"2013-03-09","14:39:00","2013-06-07","09:14:00","90",NULL,"Shane54@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6369","Marlene Hauck","3693047112065221","Menikah","WNA","Bulanan","A-9-9","Cash",NULL,"2010-02-19","19:29:00","2010-05-20","07:35:00","90",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6370","Teri Thiel","5129564304699533","Belum Menikah","WNI","Harian","D-11-5","Kartu Debit",NULL,"2022-06-28","13:31:00","2022-07-04","08:50:00","6",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6371","Kyle Wintheiser","3104140710045838","Belum Menikah","WNA","Bulanan","D-5-6","Others","ovo","2012-08-03","13:04:00","2012-12-01","09:58:00","120",NULL,"Robyn48@hotmail.com","Ryder8@hotmail.com","2025-12-08 19:13:06","normal"
"6372","Leslie Gibson","3149285411905973","Belum Menikah","WNA","Mingguan","C-23-17","QRIS",NULL,"2010-07-30","13:31:00","2010-08-13","10:20:00","14",NULL,"Lisandro_Armstrong59@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6373","Kellie Feil","3678456906666405","Belum Menikah","WNI","Harian","C-25-20","Cash",NULL,"2010-08-22","18:26:00","2010-08-26","11:26:00","4",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6374","Mary Ward","5132375912065900","Belum Menikah","WNI","Mingguan","D-25-1","Others","ovo","2019-06-20","13:49:00","2019-07-11","09:14:00","21",NULL,"Onie87@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6375","Terry Smith","3159834511063789","Menikah","WNA","Bulanan","D-3-22","Cash",NULL,"2011-08-16","18:10:00","2011-09-15","10:49:00","30",NULL,"Lisandro_Armstrong59@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6376","Belinda Collins","3170085412880927","Menikah","WNA","Bulanan","D-10-25","Kartu Kredit",NULL,"2024-11-11","20:25:00","2025-04-10","12:53:00","150",NULL,"Ollie.Wilderman@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6377","Gustavo West","3336321101867942","Belum Menikah","WNA","Bulanan","C-17-20","Kartu Debit",NULL,"2018-02-17","16:20:00","2018-03-19","11:11:00","30",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6378","Wm Von","3128242704896317","Menikah","WNA","Mingguan","A-6-9","QRIS",NULL,"2012-08-12","20:29:00","2012-09-02","08:42:00","21",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6379","Elmer Schmeler","3146762509678476","Belum Menikah","WNA","Bulanan","B-18-9","Kartu Kredit",NULL,"2022-05-11","20:01:00","2022-07-10","11:12:00","60",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6380","Gilberto Rogahn","3413301409906714","Belum Menikah","WNI","Harian","C-7-11","Kartu Kredit",NULL,"2014-09-17","17:01:00","2014-09-20","10:45:00","3",NULL,"Carmella66@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6381","Rosa Orn-Koepp","3485515006831489","Belum Menikah","WNA","Harian","B-16-2","Kartu Kredit",NULL,"2025-02-17","20:26:00","2025-02-20","12:40:00","3",NULL,"Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6382","Susan Corkery","3336244807702103","Belum Menikah","WNI","Harian","D-14-22","Kartu Kredit",NULL,"2016-07-16","03:59:00","2016-07-17","09:59:00","1","Kebisingan berlebihan di malam hari","Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6383","Naomi Gusikowski","3104986003657256","Menikah","WNI","Mingguan","A-16-14","Kartu Kredit",NULL,"2017-11-29","19:06:00","2017-12-13","10:25:00","14",NULL,"Troy_Cruickshank@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6384","Ernesto Fay","3379931502057147","Belum Menikah","WNA","Harian","A-20-20","Kartu Debit",NULL,"2024-01-20","13:07:00","2024-01-23","11:06:00","3",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6385","Raul Metz","5185251308708366","Menikah","WNA","Bulanan","A-11-8","Kartu Kredit",NULL,"2020-04-08","15:37:00","2020-05-08","08:28:00","30",NULL,"Shana.Metz@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6386","Elmer Welch","3338011112992266","Menikah","WNA","Harian","A-23-6","Kartu Debit",NULL,"2023-08-17","00:41:00","2023-08-18","07:41:00","1","Merokok di area terlarang","Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6387","Raul Kertzmann","5141891011074670","Belum Menikah","WNI","Harian","A-11-19","Others","ovo","2013-05-11","19:42:00","2013-05-14","09:21:00","3",NULL,"Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6388","Della King","5192854512871838","Belum Menikah","WNI","Mingguan","D-17-9","Cash",NULL,"2025-07-31","18:32:00","2025-08-21","10:23:00","21",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6389","Casey Gottlieb","3256125209706895","Menikah","WNI","Harian","A-22-22","Kartu Kredit",NULL,"2017-01-04","19:07:00","2017-01-10","07:29:00","6",NULL,"Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6390","Richard Kuhn","3125741809954576","Belum Menikah","WNI","Mingguan","B-15-8","QRIS",NULL,"2010-05-27","16:32:00","2010-06-10","09:32:00","14",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6391","Brandon Breitenberg","3411392207714597","Menikah","WNA","Bulanan","C-25-20","Others","gopay","2019-08-31","19:29:00","2020-01-28","09:47:00","150",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6392","Ashley Powlowski","3628676510836062","Menikah","WNI","Bulanan","C-10-6","Kartu Kredit",NULL,"2015-01-13","15:35:00","2015-02-12","07:14:00","30",NULL,"Paula91@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6393","Angela Langworth","3396627006713209","Menikah","WNA","Harian","D-22-26","Cash",NULL,"2018-05-16","12:11:00","2018-05-16","15:11:00","0",NULL,"Nicola22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6394","Kurt Feest","3371222702735423","Menikah","WNI","Harian","D-4-22","Kartu Debit",NULL,"2019-02-09","08:22:00","2019-02-09","13:22:00","0",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6395","Ian Hirthe-Gerlach","3136812907025900","Menikah","WNA","Bulanan","D-19-3","Cash",NULL,"2025-08-01","14:44:00","2025-08-31","09:14:00","30",NULL,"Irwin.Runolfsdottir49@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6396","Merle Jaskolski","3155312607672943","Menikah","WNA","Harian","B-25-7","QRIS",NULL,"2023-05-17","19:35:00","2023-05-20","12:31:00","3",NULL,"Luciano.Bogan98@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6397","Alice Hegmann","3466385107986385","Menikah","WNA","Bulanan","B-1-17","QRIS",NULL,"2017-12-12","19:27:00","2018-03-12","10:49:00","90",NULL,"Tanya.Effertz-Hane@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6398","Delia Keeling","3239924502780113","Menikah","WNA","Bulanan","B-15-13","Cash",NULL,"2011-03-10","20:46:00","2011-04-09","09:41:00","30",NULL,"Rory.Hane-Hayes20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6399","Denise Schmitt","3405234901843050","Menikah","WNA","Harian","C-22-3","Others","paylater","2019-05-27","16:47:00","2019-05-29","07:14:00","2",NULL,"April39@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6400","Alice Runte","3272486312802684","Belum Menikah","WNI","Mingguan","B-15-8","Kartu Debit",NULL,"2020-07-06","15:10:00","2020-07-27","10:28:00","21",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6401","Erin Ritchie","3109244404008924","Belum Menikah","WNA","Mingguan","C-17-2","Kartu Kredit",NULL,"2010-11-19","20:50:00","2010-11-26","10:02:00","7",NULL,"pkj@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6402","Brandy Daugherty","3474565110699959","Menikah","WNI","Mingguan","A-18-21","Kartu Debit",NULL,"2025-01-24","18:50:00","2025-02-14","09:14:00","21",NULL,"April39@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6403","Dean White","3684212711895709","Belum Menikah","WNI","Mingguan","C-23-10","Kartu Kredit",NULL,"2025-08-08","13:18:00","2025-08-15","08:28:00","7",NULL,"p3srs@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6404","Toby Durgan","5106821502068146","Menikah","WNA","Bulanan","B-13-11","Kartu Kredit",NULL,"2019-02-05","20:47:00","2019-05-06","08:21:00","90",NULL,"Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6405","Eddie Zemlak","3332962904944103","Belum Menikah","WNI","Bulanan","C-11-15","Cash",NULL,"2025-04-15","14:09:00","2025-05-15","07:05:00","30",NULL,"Alia15@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6406","Alyssa Thiel","3301076201002930","Belum Menikah","WNI","Mingguan","C-4-16","Others","dana","2024-04-23","17:38:00","2024-05-14","11:31:00","21",NULL,"Yadira.Labadie22@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6407","Stacy Carroll","3249665703050408","Belum Menikah","WNI","Mingguan","A-15-29","Kartu Debit",NULL,"2021-10-17","17:11:00","2021-10-31","09:50:00","14",NULL,"Dejuan5@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6408","Barbara Koss","5165374104870068","Menikah","WNA","Harian","B-16-24","QRIS",NULL,"2025-10-06","16:08:00","2025-10-11","08:50:00","5",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6409","Jennie Fisher","3665445911779961","Belum Menikah","WNA","Bulanan","A-2-9","Others","crypto","2024-11-04","17:19:00","2025-01-03","12:36:00","60",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6410","Shelia Stiedemann","3373406808718270","Belum Menikah","WNA","Bulanan","D-2-24","Kartu Debit",NULL,"2023-10-07","15:20:00","2024-02-04","07:43:00","120",NULL,"Shane54@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6411","Nina Barton","5160036306857157","Belum Menikah","WNI","Harian","A-21-24","Kartu Kredit",NULL,"2010-10-20","01:01:00","2010-10-21","09:01:00","1","Ditemukan kondom dalam jumlah banyak","Vladimir58@yahoo.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6412","Edmond Padberg-Lueilwitz","5191201102773620","Menikah","WNA","Mingguan","A-22-8","Cash",NULL,"2016-06-13","18:59:00","2016-07-04","12:28:00","21",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6413","Joan Armstrong","3420235306657723","Belum Menikah","WNI","Mingguan","A-14-9","Cash",NULL,"2022-05-07","13:09:00","2022-05-21","09:07:00","14",NULL,"Laverne.Schaefer@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6414","Laverne Hickle","3606567007704740","Menikah","WNI","Harian","D-13-2","Kartu Kredit",NULL,"2021-07-09","17:24:00","2021-07-12","12:16:00","3",NULL,"Houston.Labadie@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6415","Bryan Kunze","3134252003754440","Menikah","WNA","Bulanan","A-23-25","Kartu Kredit",NULL,"2012-04-23","17:32:00","2012-06-22","08:02:00","60",NULL,"Darrion_Wisoky41@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6416","Gertrude Bashirian","5174834106040060","Menikah","WNA","Harian","C-1-3","Kartu Kredit",NULL,"2018-05-01","17:10:00","2018-05-03","10:30:00","2",NULL,"Jeffrey_Olson@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6417","Natalie Jacobi","3264966001777922","Belum Menikah","WNA","Harian","A-3-11","Kartu Debit",NULL,"2016-05-30","17:56:00","2016-06-05","10:16:00","6",NULL,"Earnestine.Dooley89@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6418","Ruth Homenick","5136427003006642","Belum Menikah","WNI","Bulanan","B-10-2","Cash",NULL,"2010-06-29","19:17:00","2010-08-28","09:47:00","60",NULL,"Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6419","Melba Jenkins","3552964305063385","Belum Menikah","WNI","Mingguan","C-23-12","Kartu Debit",NULL,"2021-09-30","20:10:00","2021-10-14","12:32:00","14",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6420","Brandon Shanahan","3451322202827039","Menikah","WNI","Mingguan","C-7-14","Kartu Debit",NULL,"2024-04-24","20:17:00","2024-05-01","08:13:00","7",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6421","Phillip Kutch","3292942605881015","Belum Menikah","WNI","Bulanan","D-16-27","Others","linkaja","2020-10-13","20:47:00","2021-01-11","07:58:00","90",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6422","Billy Schamberger","3563922503899795","Menikah","WNA","Harian","D-6-1","Others","paylater","2011-08-04","16:04:00","2011-08-09","07:41:00","5",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6424","Allen Hoppe","3197490304777337","Belum Menikah","WNI","Mingguan","C-6-9","Kartu Kredit",NULL,"2018-02-03","18:26:00","2018-02-24","10:13:00","21",NULL,"Jalon31@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6425","Kelvin Franecki","3248262311963932","Menikah","WNA","Harian","D-22-6","Kartu Kredit",NULL,"2025-11-29","20:48:00","2025-12-05","11:35:00","6",NULL,"Bell_Pouros-Dach2@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6426","Lewis Pouros","3410130205029182","Belum Menikah","WNA","Harian","C-18-19","Cash",NULL,"2016-11-12","22:31:00","2016-11-12","03:31:00","0","Kebisingan berlebihan di malam hari","Boris99@hotmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6427","Kristine Buckridge","3341815105996581","Belum Menikah","WNI","Mingguan","C-22-17","Others","ovo","2018-07-24","18:09:00","2018-08-07","10:09:00","14",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6428","Amber Wolf","3438554811654688","Belum Menikah","WNI","Bulanan","D-11-25","Others","crypto","2015-05-06","13:21:00","2015-07-05","11:18:00","60",NULL,"Jaime.Murazik28@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6429","Vincent Carroll","3214290503911181","Belum Menikah","WNA","Bulanan","A-4-30","Cash",NULL,"2023-02-26","20:12:00","2023-03-28","09:24:00","30",NULL,"Rory.Hane-Hayes20@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6430","Debra Kris","3302635910751736","Menikah","WNI","Harian","A-22-12","QRIS",NULL,"2020-12-02","19:10:00","2020-12-05","08:57:00","3",NULL,"Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6431","Adam Koepp","3416991607789315","Belum Menikah","WNA","Bulanan","D-24-26","Others","gopay","2010-04-17","20:10:00","2010-09-14","12:27:00","150",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6432","Myra Flatley","3255447007032146","Menikah","WNA","Mingguan","A-10-12","Others","linkaja","2020-01-12","19:31:00","2020-01-26","07:21:00","14",NULL,"Edwin.Bosco@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6433","Corey Corkery","3335042010715496","Menikah","WNI","Mingguan","A-1-5","Cash",NULL,"2011-11-17","15:00:00","2011-11-24","12:43:00","7",NULL,"Hortense.Crona@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6434","Teri Balistreri","3268455404986851","Belum Menikah","WNI","Mingguan","A-6-2","Others","gopay","2024-06-26","17:15:00","2024-07-10","07:06:00","14",NULL,"Armani68@yahoo.com",NULL,"2025-12-08 19:13:06","normal"
"6435","Winifred Gerhold","3404055302803081","Belum Menikah","WNA","Mingguan","B-8-3","QRIS",NULL,"2011-10-31","18:58:00","2011-11-14","07:39:00","14",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6436","Geraldine Kuhic","3603776109847055","Menikah","WNA","Mingguan","D-10-2","Kartu Kredit",NULL,"2015-09-13","13:14:00","2015-09-20","07:49:00","7",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6437","Fannie Ratke","3647066012967527","Belum Menikah","WNA","Bulanan","B-24-12","QRIS",NULL,"2021-09-14","20:03:00","2021-12-13","09:45:00","90",NULL,"Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6438","Cesar Beer","3420042802660030","Belum Menikah","WNI","Mingguan","D-6-2","Kartu Kredit",NULL,"2024-11-13","19:05:00","2024-11-20","07:50:00","7",NULL,"Anabelle67@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6439","Billy Hartmann","3541661202853588","Belum Menikah","WNA","Harian","B-8-11","Kartu Kredit",NULL,"2014-01-12","13:46:00","2014-01-13","08:00:00","1","Merokok di area terlarang","Amy_Kuhn34@hotmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6440","Lillie Labadie","3411916505702974","Belum Menikah","WNA","Harian","A-2-8","Cash",NULL,"2022-06-28","13:50:00","2022-07-03","11:13:00","5",NULL,"Tyree5@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6441","Erick Dach","3328630606758576","Belum Menikah","WNI","Harian","A-16-21","Others","dana","2020-11-21","20:16:00","2020-11-22","09:56:00","1","Menyewakan kembali unit yang disewa","Angeline.Ankunding@gmail.com",NULL,"2025-12-08 19:13:06","tidak normal"
"6442","Ramon Hodkiewicz","3596991603843193","Menikah","WNI","Mingguan","D-8-8","QRIS",NULL,"2022-04-17","18:10:00","2022-05-08","11:02:00","21",NULL,"Robyn48@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
"6443","Maria Orn","3404125204791372","Menikah","WNI","Mingguan","D-1-25","Kartu Kredit",NULL,"2013-09-14","18:31:00","2013-09-21","07:44:00","7",NULL,"Percy.Steuber@gmail.com",NULL,"2025-12-08 19:13:06","normal"
"6444","Rosalie Windler","3617316301711569","Menikah","WNI","Harian","C-23-6","Kartu Kredit",NULL,"2024-01-10","17:10:00","2024-01-15","11:46:00","5",NULL,"Ashton97@hotmail.com",NULL,"2025-12-08 19:13:06","normal"
